pmid,pmcid,doi,title,authors,year,journal,abstract,source,url,dedupe_key,screen_decision,reason,fulltext_priority,priority_reason
35406137,PMC9003251,10.3390/nu14071524,"Whey Protein, Leucine- and Vitamin-D-Enriched Oral Nutritional Supplementation for the Treatment of Sarcopenia.",Cereda E; Pisati R; Rondanelli M; Caccialanza R,2022,Nutrients,"Sarcopenia has been recognized as a muscle disease, with adverse consequences on health. Updated recommendations, aimed at increasing awareness of sarcopenia and its accompanying risks, have been produced to urge the early detection and treatment of this disease. Recommended treatment is based on an individually tailored resistance exercise training program, the optimization of protein intake using high-quality protein sources (i.e., whey protein) in order to provide a high amount of essential amino acids-particularly leucine-and addressing vitamin D deficiency/insufficiency. The purpose of this review is to collate and describe all of the relevant efficacy studies carried out with a muscle-targeted oral nutritional supplementation (MT-ONS)-namely a whey-protein-based, leucine- and vitamin D-enriched formula aimed at optimizing their intake and satisfying their requirements-in different patient populations and clinical settings in order to determine if there is enough evidence to recommend prescription for the treatment of sarcopenia or its prevention in high-risk patient populations. Trials using a MT-ONS with or without a concomitant physical exercise program were systematically searched (up to June 2021), and those addressing relevant endpoints (muscle mass, physical performance and function) were critically reviewed. In total, 10 articles providing efficacy data from eight trials were identified and narratively reviewed. As far as older patients with sarcopenia are concerned, MT-ONS has been pertinently tested in six clinical trials (duration 4-52 weeks), mostly using a high-quality randomized controlled trial design and demonstrating efficacy in increasing the muscle mass and strength, as well as the physical performance versus iso-caloric placebo or standard practice. Consistent results have been observed in various clinical settings (community, rehabilitation centers, care homes), with or without adjunctive physical exercise programs. A positive effect on markers of inflammation has also been shown. A muscle-protein-sparing effect, with benefits on physical performance and function, has also been demonstrated in patients at risk of losing skeletal muscle mass (three trials), such as older patients undergoing weight loss or intensive rehabilitation programs associated with neurological disability (Parkinson's disease). MT-ONS has demonstrated not only a significant efficacy in clinical variables, but also a positive impact on healthcare resource consumption in the rehabilitation setting (length of stay and duration of rehabilitation). In summary, MT-ONS, alone or in association with an appropriate exercise program, is an effective therapy for older patients with sarcopenia and should be offered as a first-line treatment, not only to improve clinical outcomes but also to reduce healthcare resource consumption, particularly in patients admitted to a rehabilitation center.",PubMed,https://pubmed.ncbi.nlm.nih.gov/35406137/,doi:10.3390/nu14071524,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
26170041,,10.1016/j.jamda.2015.05.021,"Effects of a vitamin D and leucine-enriched whey protein nutritional supplement on measures of sarcopenia in older adults, the PROVIDE study: a randomized, double-blind, placebo-controlled trial.",Bauer JM; Verlaan S; Bautmans I; Brandt K; Donini LM; Maggio M; McMurdo ME; Mets T; Seal C; Wijers SL,2015,Journal of the American Medical Directors Association,"Age-related losses of muscle mass, strength, and function (sarcopenia) pose significant threats to physical performance, independence, and quality of life. Nutritional supplementation could positively influence aspects of sarcopenia and thereby prevent mobility disability. To test the hypothesis that a specific oral nutritional supplement can result in improvements in measures of sarcopenia. A multicenter, randomized, controlled, double-blind, 2 parallel-group trial among 380 sarcopenic primarily independent-living older adults with Short Physical Performance Battery (SPPB; 0-12) scores between 4 and 9, and a low skeletal muscle mass index. The active group (n = 184) received a vitamin D and leucine-enriched whey protein nutritional supplement to consume twice daily for 13 weeks. The control group (n = 196) received an iso-caloric control product to consume twice daily for 13 weeks. Primary outcomes of handgrip strength and SPPB score, and secondary outcomes of chair-stand test, gait speed, balance score, and appendicular muscle mass (by DXA) were measured at baseline, week 7, and week 13 of the intervention. Handgrip strength and SPPB improved in both groups without significant between-group differences. The active group improved more in the chair-stand test compared with the control group, between-group effect (95% confidence interval): -1.01 seconds (-1.77 to -0.19), P = .018. The active group gained more appendicular muscle mass than the control group, between-group effect: 0.17 kg (0.004-0.338), P = .045. This 13-week intervention of a vitamin D and leucine-enriched whey protein oral nutritional supplement resulted in improvements in muscle mass and lower-extremity function among sarcopenic older adults. This study shows proof-of-principle that specific nutritional supplementation alone might benefit geriatric patients, especially relevant for those who are unable to exercise. These results warrant further investigations into the role of a specific nutritional supplement as part of a multimodal approach to prevent adverse outcomes among older adults at risk for disability.",PubMed,https://pubmed.ncbi.nlm.nih.gov/26170041/,doi:10.1016/j.jamda.2015.05.021,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
39400535,PMC11634513,10.1002/jcsm.13602,Short-Term Multicomponent Exercise Impact on Muscle Function and Structure in Hospitalized Older at Risk of Acute Sarcopenia.,Sáez de Asteasu ML; Martínez-Velilla N; Zambom-Ferraresi F; García-Alonso Y; Galbete A; Ramírez-Vélez R; Cadore EL; Izquierdo M,2024,"Journal of cachexia, sarcopenia and muscle","Hospitalization exacerbates sarcopenia and physical dysfunction in older adults. Whether tailored inpatient exercise prevents acute sarcopenia is unknown. This study aimed to examine the effect of a multicomponent exercise programme on muscle and physical function in hospitalized older adults. We hypothesized that participation in a brief tailored exercise regimen (i.e., 3-5 days) would attenuate muscle function and structure changes compared with usual hospital care alone. This randomized clinical trial with blinded outcome assessment was conducted from May 2018 to April 2021 at Hospital Universitario de Navarra, Spain. Participants were 130 patients aged 75 years and older admitted to an acute care geriatric unit. Patients were randomized to a tailored 3- to 5-day exercise programme (n = 64) or usual hospital care (control, n = 66) consisting of physical therapy if needed. The coprimary endpoints were between-group differences in changes in short physical performance battery (SPPB) score and usual gait velocity from hospital admission to discharge. Secondary endpoints included changes in rectus femoris echo intensity, cross-sectional area, thickness and subcutaneous and intramuscular fat by ultrasound. Among 130 randomized patients (mean [SD] age, 87.7 [4.6] years; 57 [44%] women), the exercise group increased their mean SPPB score by 0.98 points (95% CI, 0.28-1.69 points) and gait velocity by 0.09 m/s (95% CI, 0.03-0.15 m/s) more than controls (both p < 0.01). No between-group differences were observed in any ultrasound muscle outcomes. There were no study-related adverse events. Three to 5 days of tailored multicomponent exercise provided functional benefits but did not alter muscle or fat architecture compared with usual hospital care alone among vulnerable older patients. Brief exercise may help prevent acute sarcopenia during hospitalization. ClinicalTrials.gov identifier: NCT04600453.",PubMed,https://pubmed.ncbi.nlm.nih.gov/39400535/,doi:10.1002/jcsm.13602,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
30462162,,10.1093/ageing/afy179,Effects of exercise and nutrition supplementation in community-dwelling older Chinese people with sarcopenia: a randomized controlled trial.,Zhu LY; Chan R; Kwok T; Cheng KC; Ha A; Woo J,2019,Age and ageing,"Limited trials examining the effect of exercise and nutrition supplementation in older people with sarcopenia are available. to assess the impact of resistance exercise program targeting muscle strength and power with and without nutrition supplementation on gait speed, body composition, physical function and quality of life. this trial randomized 113 community-dwelling older Chinese adults aged ≥65 and with sarcopenia defined using the Asian Criteria into one of the three groups: exercise program alone, combined-exercise program and nutrition supplement or waitlist control. The exercise program consisted of 90-min group training twice weekly and one-home session weekly for 12 weeks. Participants in the combined group were additionally asked to consume nutrition supplement twice daily for 12 weeks. Both groups were encouraged to keep home exercise after intervention period for another 12 weeks to detect sustained effect. The primary outcome was gait speed. at 12 and 24 weeks, gait speed did not differ significantly between groups. Significant improvement in leg extension, and five-chair stand test occurred in both intervention groups that persisted to 24 weeks. Physical Activity Scale for the Elderly improved in both intervention groups that persisted until 24 weeks only in the combined group. Lower limb muscle and appendicular skeletal muscle mass increased significantly in the combined group but the increase was not sustained to 24 weeks. the exercise program with and without nutrition supplementation had no significant effect on the primary outcome of gait speed but improved the secondary outcomes of strength and the five-chair stand test in community-dwelling Chinese sarcopenic older adults. NCT02374268.",PubMed,https://pubmed.ncbi.nlm.nih.gov/30462162/,doi:10.1093/ageing/afy179,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
36437767,,10.1007/s12603-022-1853-1,De-Training Effects Following Leucine-Enriched Whey Protein Supplementation and Resistance Training in Older Adults with Sarcopenia: A Randomized Controlled Trial with 24 Weeks of Follow-Up.,Mori H; Tokuda Y,2022,"The journal of nutrition, health & aging","This study aimed to evaluate the effectiveness of de-training after a combined intervention of leucine-enriched whey protein supplementation and resistance training on skeletal muscle mass and strength in older adults with sarcopenia. A randomized controlled trial. A community in Hyogo, Japan. The study included older adults aged ≥ 65 years who were screened for sarcopenia at the Care Center from, a community in Hyogo, Japan. The participants were randomly allocated to one of three groups: whey protein supplementation after resistance training (RT + PRO; n = 27), resistance training only (RT; n = 27), and whey protein supplementation only (PRO; n = 27). An intervention program was conducted over a period of 24 weeks. The program included RT and/or PRO supplementation twice a week for 24 weeks, followed by a de-training period for another 24 weeks. PRO supplementation included 11.0 g of protein and 2,300 mg of leucine. The total energy and protein intake amounts for the participants in all groups were controlled to achieve at least 30 kcal/kg ideal body weight (IBW)/day and 1.2 g/kg IBW/day, respectively, during the intervention and de-training periods. The primary outcomes, such as mean change of appendicular skeletal muscle mass index (ΔASMI), and secondary outcomes, such as handgrip strength (ΔHGS), were measured at baseline, the end of intervention, and at 12 and 24 weeks of de-training. Compared to baseline, ASMI and HGS increased significantly at the end of the intervention period in the RT+PRO group (ASMI and HGS, p < 0.01); however, there were no significant differences in ΔASMI and ΔHGS between each group. At 24 weeks of the de-training period, ΔASMI and ΔHGS were higher in the RT + PRO group than in the RT group (p < 0.05 and p < 0.01, respectively). We demonstrated that combined intervention of RT and PRO showed long-term maintenance in treating sarcopenia than RT only at 24 weeks after de-training. Therefore, PRO intake after RT may be useful in the treatment of sarcopenia in older adults.",PubMed,https://pubmed.ncbi.nlm.nih.gov/36437767/,doi:10.1007/s12603-022-1853-1,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
39455849,PMC11512051,10.1038/s41598-024-76810-2,The effect of unaffected side resistance training on upper limb function reconstruction and prevention of sarcopenia in stroke patients: a randomized controlled trial.,Feng T; Zhao C; Dong J; Xue Z; Cai F; Li X; Hu Z; Xue X,2024,Scientific reports,"Aging has made stroke a top killer and disabler, with post-stroke sarcopenia worsening disability and quality of life. While resistance training benefits the elderly, its impact on stroke patients is understudied. This study evaluates the potential of a 4-week unilateral resistance training (URT) program to prevent sarcopenia in stroke patients. It assesses the impact of URT on hand grip strength (HG), muscle thickness (MT), upper limb functionality, and the psychological status of the patients. The study aims to quantitatively analyze these indicators to inform evidence-based post-stroke rehabilitation practices. This study employed a randomized controlled trial (RCT) involving 77 eligible stroke survivors, equally allocated into a control group (n = 39) and an intervention group (n = 38). The control group received standard rehabilitation, while the intervention group additionally underwent a 4-week URT program. The primary outcomes were unaffected side HG and MT, measuring muscle mass and function. Secondary outcomes included the Fugl-Meyer Assessment of the Upper Extremity (FMA-UE) for upper limb functionality and the Hamilton Depression Rating Scale (HAMD) for psychological well-being changes. Statistical analysis showed significant differences (p < 0. 05) in all measured parameters between the intervention and control groups after the 4-week period. Intra-group comparisons also indicated substantial improvements (p < 0. 05). Unilateral resistance training significantly mitigates muscle atrophy in stroke patients, preventing sarcopenia and enhancing upper limb function. It also ameliorates depressive symptoms, improving rehabilitation outcomes and overall quality of life.",PubMed,https://pubmed.ncbi.nlm.nih.gov/39455849/,doi:10.1038/s41598-024-76810-2,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
33216623,,10.1139/apnm-2020-0643,"Effects of nutrition supplementation and physical exercise on muscle mass, muscle strength and fat mass among sarcopenic elderly: a randomized controlled trial.",Li Z; Cui M; Yu K; Zhang XW; Li CW; Nie XD; Wang F,2021,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme","This study aimed to determine the impact of nutrition supplementation (whey protein, fish oil, vitamin D) and physical exercise (resistance and aerobic exercise) on muscle mass, muscle strength and fat mass among sarcopenic elderly. Participants (N = 241) with sarcopenia (aged ≥ 60 y) enrolled from 2 centers were randomized into groups undergoing nutrition supplementation (Nutr), physical exercise (Ex), nutrition combined with exercise (Nutr+Ex), or routine consultation for 12 weeks. Muscle-related indicators, grip strength as well as fat-related indicators were compared pre- and post-intervention. The per-protocol analysis showed that all indicators were significantly different between groups (P < 0.001). Further pairwise comparisons showed that compared with controls, appendicular muscle mass and grip strength were significantly higher in Nutr (P < 0.001, 95% CI: 0.578, 1.475; P < 0.001, 95% CI: 3.614∼9.118), Ex (P = 0.010, 95% CI: 0.157, 1.153; P < 0.001, 95% CI: 2.904, 8.732), and Nutr+Ex (P < 0.001, 95% CI: 0.564, 1.471; P < 0.001, 95% CI: 3.441, 8.907) groups, while fat mass was significantly lower in the Nutr (P < 0.001, 95% CI: -4.676, -2.358) and Nutr+Ex (P < 0.001, 95% CI: -4.717,-1.790) groups. When compared with Ex, fat mass decreased significantly in the Nutr (P = 0.001, 95% CI: -4.856,-1.359) and Nutr+Ex (P = 0.005, 95% CI: -4.810, -0.878) groups. The findings indicate that nutrition supplementation and physical exercise could improve muscle mass, strength and fat mass among sarcopenic elderly. Nutrition supplementation might be better at decreasing fat mass in this population. ClinicalTrials.gov registration no.: NCT02873676. Novelty: Nutrition supplementation improved muscle mass, strength and fat mass among sarcopenic elderly. Aerobic and resistance exercise improved muscle mass and strength in sarcopenic elderly. Combined nutrition supplementation and physical exercise improved muscle mass, strength and fat mass among sarcopenic elderly.",PubMed,https://pubmed.ncbi.nlm.nih.gov/33216623/,doi:10.1139/apnm-2020-0643,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
38102705,PMC10724983,10.1186/s13054-023-04698-x,Effects of a multilevel intervention of resistance training with or without beta-hydroxy-beta-methylbutyrate in medical ICU patients during entire hospitalisation: a four-arm multicentre randomised controlled trial.,Wu TT; Chen QL; Lin XX; Xu ML; Chen XX; Luo CJ; Zhuang YN; Wei YQ; Wu JB; Xiong J,2023,"Critical care (London, England)","Intensive care unit-acquired weakness (ICU-AW) is a prevalent and severe issue among ICU patients. Resistance training and beta-hydroxy-beta-methylbutyrate (HMB) intervention have demonstrated the potential to enhance muscle function in patients with sarcopenia and in older adults. The purpose of this study was to determine whether resistance training and/or HMB administration would improve physical function, muscle strength, and quality of life in medical ICU patients. In this multicentre, four-arm, single-blind randomised control trial, a total of 112 adult patients with internal medical diagnoses admitted to the ICU were enrolled. These participants were then randomly assigned to one of four treatment groups: the resistance training group received protocol-based multilevel resistance exercise, the HMB group received 3 g/day of HMBCa, combination group and control groups received standard care, from the ICU to the general ward until discharge. The primary outcomes assessed at discharge included six-minute walking distance (6MWD) and short physical performance battery (SPPB). Secondary outcomes measured included muscle mass, MRC score, grip strength, and health reports quality of life at different time points. Data analysis was performed using a generalised linear mixed model, adhering to the principles of intention-to-treat analysis. Resistance training and combination treatment groups exhibited significant increases in SPPB scores (3.848 and 2.832 points, respectively) compared to the control group and substantial improvements in 6WMD (99.768 and 88.577 m, respectively) (all with P < 0.01). However, no significant changes were observed in the HMB group. Muscle strength, as indicated by MRC and grip strength tests conducted at both ICU and hospital discharge, showed statistically significant improvements in the resistance training and combination groups (P < 0.05). Nevertheless, no significant differences were found between the treatment groups and usual care in terms of 60-day mortality, prevalence of ICU-AW, muscle mass, quality of life, or other functional aspects. Resistance training with or without beta-hydroxy-beta-methylbutyrate during the entire hospitalisation intervention improves physical function and muscle strength in medical ICU patients, but muscle mass, quality of life, and 60-day mortality were unaffected. ChiCTR2200057685 was registered on March 15th, 2022.",PubMed,https://pubmed.ncbi.nlm.nih.gov/38102705/,doi:10.1186/s13054-023-04698-x,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
41342363,,10.1530/JOE-25-0275,Effects of combined aerobic and resistance exercise on sarcopenia in elderly patients with type 2 diabetes mellitus.,Ma Y; Zheng J; Yu M; Zheng Z; Yang F; Liu Y,2025,The Journal of endocrinology,"Aerobic exercise and resistance exercise have been shown to improve sarcopenia. However, whether combining aerobic and resistance exercise could alleviate sarcopenia symptoms in patients with type 2 diabetes mellitus (T2DM) complicated with sarcopenia remains unclear. This 12-week randomized controlled trial enrolled older patients with T2DM and sarcopenia, diagnosed by grip strength, appendicular skeletal muscle mass index (ASMI), and the short physical performance battery. Participants were randomized to an exercise group (aerobic plus resistance training) or a control group receiving health education. Physical function was evaluated with the 6-min walk and timed up-and-go tests. Serum 25(OH)D3 was measured by liquid chromatography-tandem mass spectrometry, and irisin by enzyme-linked immunosorbent assay. Before the intervention, there were no differences in baseline characteristics between the non-intervention and intervention groups. However, grip strength and ASMI significantly increased in patients in the intervention group after receiving combined aerobic and resistance exercise. Moreover, functional physical fitness also improved in the intervention group after the intervention. In addition, the sarcopenia-associated factors, including irisin and 25(OH)D3, increased significantly in patients with T2DM complicated with sarcopenia following the intervention. Overall, combined aerobic and resistance exercise may help alleviate sarcopenia in patients with T2DM.",PubMed,https://pubmed.ncbi.nlm.nih.gov/41342363/,doi:10.1530/joe-25-0275,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
41350709,PMC12681163,10.1186/s12937-025-01244-z,"Effects of combined nutritional supplementation and exercise on proxy measures of muscle mass, strength, and function in older adults with sarcopenia: a 12-week multicentre RCT.",Sun J; He M; Chen M; Chen Y; Yuan W; Song F; Ren L; Shen H; Zhang J; Shen X,2025,Nutrition journal,"Although nutritional supplementation and exercise have shown independent efficacy in managing sarcopenia, data supporting their combined implementation in real-world clinical settings remain limited. This 12-week multicenter randomized controlled trial enrolled 110 older adults (≥ 65 years) with sarcopenia or possible sarcopenia. Participants were randomly allocated (1:1) to either the intervention group (n = 55) or control group (n = 55). In addition to their habitual diets, the intervention group received daily muscle-targeted oral nutritional supplementation (MT-ONS, 2 × 10 g sachets/day: containing 8.4 g protein, 0.5 g calcium β-hydroxy-β-methylbutyrate, 200 IU D3 per sachet) alongside a structured exercise programs featuring twice-weekly resistance training (20 min/session), alternate-day chair-based exercises (10 min/session), and home-based activity recommendations. Control group participants maintained their habitual dietary and physical activity patterns without intervention. All outcome measures were assessed at baseline and post-intervention. The intervention group showed modest increases in BIA-derived appendicular lean tissue (mean change + 0.60 kg, 95% CI 0.33 to 0.88), skeletal muscle index (+ 0.20 kg/m², 95% CI 0.11 to 0.29), and handgrip strength (+ 2.22 kg, 95% CI 1.35 to 3.09) compared with the control group. Improvements were also observed in walking speed, chair-stand performance, Short Physical Performance Battery scores, serum vitamin D, and EQ-5D measures of quality of life. A 12-week combined intervention of multi-ingredient nutritional supplementation and exercise led to modest improvements in proxy measures of muscle mass, strength, function, and quality of life in older adults. As muscle mass was not directly measured and the study did not employ a factorial design, the relative contributions of exercise and supplementation cannot be determined. These findings suggest that combined interventions may help attenuate, rather than reverse, sarcopenia-related decline. This clinical trial was registered on Chinese Clinical Trial Registry (ChiCTR2300077187) on 1 November 2023.",PubMed,https://pubmed.ncbi.nlm.nih.gov/41350709/,doi:10.1186/s12937-025-01244-z,include_title_abs,Potential eligible RCT at title/abstract stage,D_sarcopenia_context,Sarcopenia RCT; context or sensitivity only
